Action 1.09.0013
1141;Steuerungslieferant kontaktieren.
1142;Cfg-Parameter korrigieren
1143;- Molch in Strecke 1 tauschen%CrLf%- Druckluftversorgung überprüfen%CrLf%
1144;Die angegebene INI-Datei über den Explorer prüfen.
1145;- Brushdatei in Visualisierung prüfen%CrLf%- Datei erneut runterladen%CrLf%- Datei löschen und neu anlegen
1146;Die angegebene Datei ueber den Explorer pruefen. Verfuegbaren Speicher pruefen.
1147;Den angegbenen Pfad über den Explorer prüfen.
1148;Fehlermeldungen auswerten und angegebene Brushfiles löschen, angegebene Verzeichnisse freigeben, Festplatte überprüfen, Steuerung neu starten.
1149;Einstellungen am HMI überprüfen, Brushile neu herunterladen.
1150;Kanal spülen
1151;Farbe erneut nachwählen. Schnittstelle prüfen. Vsualisierung überprüfen.
1152;Warten bis Zeitprogramm beendet ist.
1153;Teachprogramm kontrollieren und anpassen.
1154;Datei für angegebenes Modul und Farbgruppe anlegen.
1155;Quittieren und erneut starten. Wiederholt sich der Fehler, Karosse abbrechen und neu beauftragen.
1156;Ueberpruefen der Konfiguration und Steuerung neu starten.
1157;Überpruefen der Konfiguration und Steuerung neu starten.
1158;Genannte Datei pruefen und Steuerung neu starten
1159;Fixpositionspunkt überprüfen und Steuerung neu starten
1160;Steuerung neu starten. Bei erneutem Auftreten Steuerungslieferanten kontaktieren.
1161;Die im ProcessBuilder konfigurierte Programmnummer überprüfen und Steuerung neu starten
1162;Überprüfen der der Datei _globalvars und Steuerung neu starten
1163;Gennanten Punkt im geforderten Koordinatensystem programmieren und Steuerung neu starten
1164;_globalvars und Konfiguration überprüfen, Steuerung neu starten
1165;Warten, bis die Kanäle fertig vorbereitet sind. Sollte dies nicht geschehen, Karosse abbrechen und neu beauftragen.%CrLf%
1166;Software mit EcoProcessBuilder neu exportieren und neu kompillieren.
1167;- Überprüfen, ob Prozess eingeschaltet ist%CrLf%- Druckluftversorgung überprüfen
1168;- In Betriebsart Hand: von der Visu aus Gerät einschalten.%CrLf%- In Betriebsart Auto: mit Hilfe eines Zeitprogramms Sollwert vorgeben.
1169;Zeitprogramm überprüfen, Farbzuordnungstabelle prüfen
1171;- Prozessablauf überprüfen%CrLf%- Teach-Programm überprüfen und SET_BRUSH und WAIT_PROCESS_READY richtig anordnen
1172;PCA.DEF prüfen und ggf. anpassen, PCA.INI neu laden.
1173;Parametrierung ueberpruefen und Code mit ProcessBuilder neu generieren, compilieren, Steuerung neu starten.
1174;Farbzuordnungstabelle überprüfen und ggf. anpassen, neu herunterladen, neu nachwählen.
1175;Konfiguration im ProcessBuilder ueberpruefen und Code neu generieren.
1177;Quittieren, bei erneutem Auftreten Steuerungslieferanten kontaktieren.
1178;Die angegebene Datei über den Explorer prüfen.
1179;Parametrierung der Bypass-Überwachung kontrollieren: [RC.BypassArea], [RC.BypassArea.Base], [RC.BypassArea.Size] und die eingetragenen Werte. 
1180;Parametrierung der Gripper überprüfen.%CrLf%
1181;Temperatur am Regelgerät im Schaltschrank prüfen
1182;Prozess.cfg prüfen, ob der richtige Airflow zugeordnet wurde:%CrLf%z.B.%CrLf%[PCUx\AirHeaters\AHeatx]%CrLf%linkedAirflow = 4,-,"QML"%CrLf%
1183;Fehlermeldung quittieren und ggf. Funktion erneut ausführen mit stillstehenden Roboterachsen.
1184;Weitere Antriebsfehler beachten, ggf. Funktion erneut ausführen.
1185;Erdungsschalter ueberpruefen, bei Bedarf auswechseln oder reinigen.
1186;Hochspannung deaktivieren.
1187;Processbuilderfiles neu generieren
1189;Angegeben Slave prüfen
1191;Im kemro.manager für den Master FX760A:0/PBDP:0 einen Namen eintragen und Steuerung neu starten
1192;Konfiguration überprüfen evtl. neu erstellen, Steuerung neu starten
1193;Weitere Antriebsfehler beachten, ggf. Steuerungshersteller kontaktieren.
1194;In der Konfigurationsdatei -IoSercos.cfg- den  -driverMode = 1-  setzen und Steuerung erneut starten.
1195;Roboterposition prüfen.%CrLf%Konfiguration der Fixpositionen mit ProcessBuilder überprüfen.
1196;Bremsentest ausführen.
1197;Antrieb einschalten.
1198;Regelgerät und Antrieb prüfen. Siehe dazu auch Sonderdokumentation "TBW 132"
1199;1. Nach Handbetrieb umschalten und Hauptnadel sowie Feedback manuell prüfen%CrLf%2. Hauptnadel/Zerstäuber reinigen%CrLf%3. Verdrahtung und alle elektrischen Komponenten (Verstärker, LWL, Trennschaltverstärker überprüfen)%CrLf%4. Steuerluftdruck prüfen
1200;Äußeren Einfluß beseitigen.
1201;Roboter freifahren falls verklemmt.
1202;Antrieb manuell refernzieren damit er wieder verfahren werden kann.%CrLf%Anschließend in seine Refernzposition bringen und dort automatisch/manuell referenzieren.
1203;Original Parametersatz in den Antrieb laden.
1204;Vorläufige Verfahrfreigabe an der Visualisierung betätigen und Bremsentest ausführen.
1205;Speicherplatz auf Zieldatenträger schaffen, Fehlermeldung quittieren und Funktion erneut ausführen.
1206;Kommunikation mit SPS überprüfen
1207;Im kemro.manager für den Slave FX765A:0/PBDP:0/PBDPSLAVE:0 einen Namen eintragen und Steuerung neu starten
1208;Förderer anhalten und Messung wiederholen
1209;Förderer anhalten
1211;Konfiguration mit Kemromgr prüfen und mit Schnittstellendokumentation abgleichen,%CrLf%anschließend Steuerung neu starten.
1212;Bremsenlösegerät ausstecken.
1213;Entsprechende Codestelle mit Debugger pruefen und Steuerung erneut starten.
1214;In der Konfigurationsdatei Robotcontrol.cfg für genannte Richtung eine Größe des Überwachungsraumes konfigurieren%CrLf%und anschließend Steuerung neu starten. Nach erfolgtem Neustart die Rückmeldung des genannten Überwachungsraumes%CrLf%prüfen.
1215;In der Konfigurationsdatei Robotcontrol.cfg für die Hilfsachse einen Wert des Überwachungsraumes konfigurieren%CrLf%und anschließend Steuerung neu starten. Nach erfolgtem Neustart die Rückmeldung des genannten Überwachungsraumes%CrLf%prüfen.
1216;Schreibweise in _systemvars.ttp der RCU mit dem tatsächlichen Namen der Systemvariablen abgleichen.%CrLf%Anschließend Steuerung erneut starten.
1217;Den genannten Fixpositionspunkt mit dem ProgrammierHandGerät an angemessener Stelle programmieren und%CrLf%das Projekt "global" schließen und neu laden.
1219;Bedienereingriff erforderlich, um das aktuelle Programm zu beenden und den Roboter in Grundstellung zu fahren
1220;TimeOut-Zeit für das Abschalten der Hochspannung erhöhen
1221;TimeOut-Zeit für das Erreichen der Fixposition im Zeitprogramm erhöhen.%CrLf%
1222;EcoTalk-Befehle zwischen WAIT_CONVEYOR und TRACKING(On) aus dem Programm entfernen.
1223;Den Objektabstand vergrößern oder die Förderergeschwindigkeit verringern oder die Anweisungen vor dem WAIT_CONVEYOR-Befehl optimieren.
1224;In der Konfigurationsdaten fuer das System muss der Eintrag [MC]needNextSegPreDelay auf einen positiven Wert gesetzt werden.
1225;Einen gueltigen Parameterwert verwenden: GREATER, SMALLER, EQUAL
1226;Angegebene Ursachen kontrollieren.
1227;Sicherung überprüfen und wieder einschalten
1228;Die Funktionsgruppenzuordnungstabelle "FgAssignment.ini" prüfen, ob genau eine Funktionsgruppe als "Master" definiert wurde.
1230;Prüfen ob sich das Array vergrößern lässt (Konstante 'cFgArraySize' in Typfile 'tsFgAssignment')
1231;Das Ini-File überprüfen:%CrLf%- Ist die gesuchte Sektion vorhanden? (auf Groß-/Kleinschreibung achten)%CrLf%- Ist der gesuchte Parameter in der Sektion vorhanden? (auf Groß-/Kleinschreibung achten)%CrLf%- Ist dem Parameter ein Wert zugewiesen?
1232;Die angegebene INI-Datei über den Explorer prüfen.
1233;Zeitprogramm "PistonMaster" überprüfen und gegebenenfalls Ventile ansteuern. Prüfen ob Ventile bei Handansteuerung schalten
1234;Zustand Sercos prüfen und geg. erneut Mastern
1235;Autom. Referenzieren erneut starten und darauf achten, dass während des Vorgangs keine weiteren Störungen auftreten 
1236;Originalwert des Parameters S-0-0092 aus Datensicherung der Antriebsparameter für diesen Antrieb ermitteln und mit  Hilfe von DriveTop diesen Wert manuell setzen. 
1237;- Antriebsparameter überprüfen, gegebenenfalls S92 im Antrieb auf Originalwert setzen und Kolben erneut mastern.%CrLf%- Parameter im process.cfg auf Wert im Antrieb anpassen und Kolben erneut mastern
1238;Über die Serviceseite am PHG Dosierkolben referenzieren.
