P1005OB7xx_07.26
2050;1;"Assertion fehlgeschlagen: %1 Zeile %2"
2050;10;"Int-Wert kann nicht verbucht werden '%1.%2'"
2050;11;"Uint-Wert kann nicht verbucht werden '%1.%2'"
2050;12;"Real-Wert kann nicht verbucht werden '%1.%2'"
2050;13;"Zeichenketten-Wert kann nicht verbucht werden '%1.%2'"
2050;14;"Schnittstelle kann nicht verbucht werden '%1.%2'"
2050;20;"Int-Wert kann nicht gelesen werden '%1.%2'"
2050;21;"Uint-Wert kann nicht gelesen werden '%1.%2'"
2050;22;"Real-Wert kann nicht gelesen werden '%1.%2'"
2050;23;"Zeichenketten-Wert kann nicht gelesen werden '%1.%2'"
2050;24;"Schnittstelle kann nicht gelesen werden: '%1.%2'"
2050;30;"Int-Wert kann nicht geschrieben werden '%1.%2'"
2050;31;"Uint-Wert kann nicht geschrieben werden '%1.%2'"
2050;32;"Real-Wert kann nicht geschrieben werden '%1.%2'"
2050;33;"Zeichenketten-Wert kann nicht geschrieben werden '%1.%2'"
2050;40;"Int-Wert %1.%2 außerhalb des Bereichs [%3..%4]"
2050;41;"Uint-Wert %1.%2 außerhalb des Bereichs [%3..%4]"
2050;42;"Real-Wert %1.%2 außerhalb des Bereichs [%3..%4]"
2050;43;"Zeichenketten-Wert %1.%2 Größenfehler"
2050;44;"Schnittstellen-Tabelle %1.%2 Größenfehler"
2050;45;"ShMemWrite-Fehler empfangen von [Station: %1] [Nr.: %2]"
2050;46;"RecvShMemWrite-Fehler falsches Handle empfangen [Hdl: %1] [Offs: %2] [Size: %3]"
2050;1001;"Ausnahmebehandlung Start"
2050;1002;"Divide Error (bp=%1, pc=%2, regs=%3)"
2050;1003;"Debug Exception (bp=%1, pc=%2, regs=%3)"
2050;1004;"Non Maskable Interrupt (NMI) (bp=%1, pc=%2, regs=%3)"
2050;1005;"Breakpoint Exception (bp=%1, pc=%2, regs=%3)"
2050;1006;"Overflow Exception (bp=%1, pc=%2, regs=%3)"
2050;1007;"Bound Exception (bp=%1, pc=%2, regs=%3)"
2050;1008;"Invalid Opcode Exception (bp=%1, pc=%2, regs=%3)"
2050;1009;"FP NoDevice Exception (bp=%1, pc=%2, regs=%3)"
2050;1010;"Double Fault Exception (bp=%1, pc=%2, regs=%3)"
2050;1011;"FP Overrun Exception (bp=%1, pc=%2, regs=%3)"
2050;1012;"Invalid TSS Exception (bp=%1, pc=%2, regs=%3)"
2050;1013;"No Segment Exception (bp=%1, pc=%2, regs=%3)"
2050;1014;"Stack Exception (bp=%1, pc=%2, regs=%3)"
2050;1015;"General Protection Exception (bp=%1, pc=%2, regs=%3)"
